"idstatefrom","idaction","idstateto","probability","reward"
0,0,0,0.272634639370687,-8.71116056106985
0,0,1,0.1763902716595,-8.71116056106985
0,0,2,0.0875252628182645,-8.71116056106985
0,0,3,0.0638869919104977,-8.71116056106985
0,0,4,0.332256826515494,-8.71116056106985
0,0,5,0.0673060077255561,-8.71116056106985
1,0,0,0.0999995658155904,-3.66473276633769
1,0,1,0.144435802209721,-3.66473276633769
1,0,2,0.412510551416891,-3.66473276633769
1,0,3,0.0489669755125837,-3.66473276633769
1,0,4,0.101735663193147,-3.66473276633769
1,0,5,0.192351441852067,-3.66473276633769
2,0,0,0.234522593760903,9.23486056737602
2,0,1,0.116802034311622,9.23486056737602
2,0,2,0.241098683689016,9.23486056737602
2,0,3,0.0382514493056127,9.23486056737602
2,0,4,0.243055038911978,9.23486056737602
2,0,5,0.126270200020869,9.23486056737602
3,0,0,0.0703305861739483,7.89350617211312
3,0,1,0.00954575921287159,7.89350617211312
3,0,2,0.0982506722855418,7.89350617211312
3,0,3,0.294011732904202,7.89350617211312
3,0,4,0.200937432770012,7.89350617211312
3,0,5,0.326923816653424,7.89350617211312
4,0,0,0.274092804689087,-1.93383808247745
4,0,1,0.146748468252344,-1.93383808247745
4,0,2,0.38352115497681,-1.93383808247745
4,0,3,0.00967909412268172,-1.93383808247745
4,0,4,0.00495628634076148,-1.93383808247745
4,0,5,0.181002191618315,-1.93383808247745
5,0,0,0.0371167207794501,9.38939814455807
5,0,1,0.329604821377348,9.38939814455807
5,0,2,0.0164157764885431,9.38939814455807
5,0,3,0.0982552556733498,9.38939814455807
5,0,4,0.369100780616514,9.38939814455807
5,0,5,0.149506645064795,9.38939814455807
