idstatefrom,idaction,idstateto,probability,reward
0,0,0,1,-0.44999999999999984
0,1,0,0.9888052730564989,-4.939999999999999
0,1,1,0.011194726943501033,-8.780000000000001
0,2,0,0.9724353963640933,-3.44
0,2,1,0.016369876692405656,-7.280000000000001
0,2,2,0.011194726943501033,-11.120000000000001
1,0,0,0.9888052730564989,3.540000000000001
1,0,1,0.011194726943501033,-0.3
1,1,0,0.9724353963640933,-0.9499999999999993
1,1,1,0.016369876692405656,-4.790000000000001
1,1,2,0.011194726943501033,-8.63
1,2,0,0.9494365775472748,0.5500000000000009
1,2,1,0.022998818816818457,-3.290000000000001
1,2,2,0.016369876692405656,-7.130000000000001
1,2,3,0.011194726943501033,-10.97
2,0,0,0.9724353963640933,7.53
2,0,1,0.016369876692405656,3.6900000000000004
2,0,2,0.011194726943501033,-0.15
2,1,0,0.9494365775472748,3.04
2,1,1,0.022998818816818457,-0.8000000000000007
2,1,2,0.016369876692405656,-4.640000000000001
2,1,3,0.011194726943501033,-8.48
2,2,0,0.9183914194035478,4.54
2,2,1,0.031045158143727113,0.6999999999999993
2,2,2,0.022998818816818457,-3.1400000000000006
2,2,3,0.016369876692405656,-6.98
2,2,4,0.011194726943501033,-11
3,0,0,0.9494365775472748,11.520000000000001
3,0,1,0.022998818816818457,7.680000000000001
3,0,2,0.016369876692405656,3.8400000000000003
3,0,3,0.011194726943501033,0
3,1,0,0.9183914194035478,7.03
3,1,1,0.031045158143727113,3.1899999999999995
3,1,2,0.022998818816818457,-0.6500000000000004
3,1,3,0.016369876692405656,-4.49
3,1,4,0.011194726943501033,-8.51
3,2,0,0.8781280197616512,8.530000000000003
3,2,1,0.0402633996418966,4.6899999999999995
3,2,2,0.031045158143727113,0.8499999999999996
3,2,3,0.022998818816818457,-2.99
3,2,4,0.016369876692405656,-7.01
3,2,5,0.011194726943501033,-11.030000000000001
4,0,0,0.9183914194035478,15.510000000000005
4,0,1,0.031045158143727113,11.67
4,0,2,0.022998818816818457,7.83
4,0,3,0.016369876692405656,3.99
4,0,4,0.011194726943501033,-0.03
4,1,0,0.8781280197616512,11.019999999999996
4,1,1,0.0402633996418966,7.18
4,1,2,0.031045158143727113,3.34
4,1,3,0.022998818816818457,-0.5
4,1,4,0.016369876692405656,-4.52
4,1,5,0.011194726943501033,-8.540000000000001
4,2,0,0.8279567343735437,12.52
4,2,1,0.050171285388107625,8.680000000000001
4,2,2,0.0402633996418966,4.84
4,2,3,0.031045158143727113,1
4,2,4,0.022998818816818457,-3.0199999999999996
4,2,5,0.016369876692405656,-7.040000000000001
4,2,6,0.011194726943501033,-11.06
5,0,0,0.8781280197616512,19.500000000000007
5,0,1,0.0402633996418966,15.66
5,0,2,0.031045158143727113,11.82
5,0,3,0.022998818816818457,7.98
5,0,4,0.016369876692405656,3.9600000000000004
5,0,5,0.011194726943501033,-0.06
5,1,0,0.8279567343735437,15.010000000000003
5,1,1,0.050171285388107625,11.170000000000002
5,1,2,0.0402633996418966,7.33
5,1,3,0.031045158143727113,3.49
5,1,4,0.022998818816818457,-0.5299999999999994
5,1,5,0.016369876692405656,-4.550000000000001
5,1,6,0.011194726943501033,-8.57
5,2,0,0.7678908003767615,16.510000000000005
5,2,1,0.06006593399678201,12.67
5,2,2,0.050171285388107625,8.830000000000002
5,2,3,0.0402633996418966,4.99
5,2,4,0.031045158143727113,0.9700000000000006
5,2,5,0.022998818816818457,-3.0500000000000007
5,2,6,0.016369876692405656,-7.07
5,2,7,0.011194726943501033,-11.09
6,0,0,0.8279567343735437,23.490000000000002
6,0,1,0.050171285388107625,19.650000000000002
6,0,2,0.0402633996418966,15.81
6,0,3,0.031045158143727113,11.97
6,0,4,0.022998818816818457,7.95
6,0,5,0.016369876692405656,3.93
6,0,6,0.011194726943501033,-0.09
6,1,0,0.7678908003767615,19.000000000000007
6,1,1,0.06006593399678201,15.16
6,1,2,0.050171285388107625,11.320000000000002
6,1,3,0.0402633996418966,7.48
6,1,4,0.031045158143727113,3.460000000000001
6,1,5,0.022998818816818457,-0.5600000000000005
6,1,6,0.016369876692405656,-4.58
6,1,7,0.011194726943501033,-8.6
6,2,0,0.6987985302963756,20.499999999999993
6,2,1,0.06909227008038593,16.659999999999997
6,2,2,0.06006593399678201,12.82
6,2,3,0.050171285388107625,8.980000000000002
6,2,4,0.0402633996418966,4.960000000000001
6,2,5,0.031045158143727113,0.9399999999999995
6,2,6,0.022998818816818457,-3.08
6,2,7,0.016369876692405656,-7.1
6,2,8,0.011194726943501033,-11.120000000000001
7,0,0,0.7678908003767615,27.48
7,0,1,0.06006593399678201,23.64
7,0,2,0.050171285388107625,19.800000000000004
7,0,3,0.0402633996418966,15.96
7,0,4,0.031045158143727113,11.940000000000001
7,0,5,0.022998818816818457,7.920000000000001
7,0,6,0.016369876692405656,3.9000000000000004
7,0,7,0.011194726943501033,-0.12
7,1,0,0.6987985302963756,22.989999999999995
7,1,1,0.06909227008038593,19.15
7,1,2,0.06006593399678201,15.31
7,1,3,0.050171285388107625,11.470000000000002
7,1,4,0.0402633996418966,7.450000000000001
7,1,5,0.031045158143727113,3.4299999999999997
7,1,6,0.022998818816818457,-0.5899999999999999
7,1,7,0.016369876692405656,-4.609999999999999
7,1,8,0.011194726943501033,-8.63
7,2,0,0.6224397627397048,24.49000000000001
7,2,1,0.07635876755667072,20.65
7,2,2,0.06909227008038593,16.81
7,2,3,0.06006593399678201,12.97
7,2,4,0.050171285388107625,8.950000000000003
7,2,5,0.0402633996418966,4.93
7,2,6,0.031045158143727113,0.9100000000000001
7,2,7,0.022998818816818457,-3.1099999999999994
7,2,8,0.016369876692405656,-7.130000000000001
7,2,9,0.011194726943501033,-11.15
8,0,0,0.6987985302963756,31.469999999999995
